"cap-surface","cap-color","spore-print-color","habitat","class"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smooth","gray","browhiten","grasses","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","grasses","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","grasses","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","grasses","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smooth","gray","browhiten","grasses","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","grasses","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","grasses","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smooth","gray","browhiten","grasses","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smooth","gray","browhiten","grasses","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","black","grasses","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","grasses","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smooth","gray","browhiten","grasses","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","grasses","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","poisonous"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smooth","brown","black","grasses","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smooth","brown","browhiten","grasses","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smooth","gray","black","grasses","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","poisonous"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"smooth","gray","black","grasses","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","gray","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"smoothcaly","brown","black","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"fibrousmooth","brown","black","grasses","edible"
"fibrousmooth","red","browhiten","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"smoothcaly","red","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","gray","browhiten","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","browhiten","woods","edible"
"smoothcaly","brown","browhiten","woods","edible"
"smoothcaly","red","black","woods","edible"
"fibrousmooth","red","black","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
"fibrousmooth","brown","black","woods","edible"
"smoothcaly","gray","black","woods","edible"
"fibrousmooth","red","browhiten","woods","edible"
"fibrousmooth","brown","browhiten","woods","edible"
